Ticker,Cluster_coefficient,ER_Cluster_Mean,ER_Cluster_Std,DP_Cluster_Mean,DP_Cluster_Std
CORT,0.4703196347031963,0.03682371049223141,0.011539913441984986,0.20302016742770165,0.022628410112409188
PJT,0.4144298496097468,0.03669760088473339,0.011396842426618875,0.1866609556443937,0.016453470982044915
GPI,0.5576470588235294,0.03666810785648278,0.011556082749648061,0.21314352941176468,0.029717512252138884
VIRT,0.5142191142191143,0.0377652361081754,0.011951643977668638,0.20631235431235434,0.02454494897310723
IDCC,0.4888888888888889,0.037010835306237354,0.011609744490443389,0.2222031746031746,0.03755945208380838
TXNM,0.5213137665967854,0.03689689451404231,0.011790678057189356,0.21246890286512932,0.02763399004627964
TGTX,0.6356275303643725,0.03607290652763112,0.01130965274859949,0.22170175438596493,0.03460899728035412
AHR,0.3541666666666667,0.03681466886530221,0.011451916504340598,0.20616666666666666,0.02509946607336382
CNO,0.37961432506887055,0.036391826080379205,0.011199293020968726,0.17727300275482094,0.014416108456803028
TDS,0.5566037735849056,0.03664186754280595,0.011952244638867189,0.2135834542815675,0.028567494668567367
GBTG,0.548051948051948,0.036830630272584514,0.011295326482643454,0.2111538961038961,0.02825396898347612
KNTK,0.40476190476190477,0.036301405476861025,0.011743293430600469,0.1959443488238669,0.019943550346560722
FTDR,0.4708860759493671,0.03717327312987881,0.01089598753785458,0.19840569620253165,0.020581896532863558
CARG,0.5632984901277585,0.036708290574277776,0.011163059176493479,0.21914285714285714,0.03328741669283259
AVPT,0.36771929824561406,0.036252349276894434,0.011992587116118995,0.20091122807017545,0.02181172093603411
HTLF,0.2981837418444719,0.0368945303662931,0.011307823016592252,0.1838107917474872,0.016378807278950077
ENVA,0.4217948717948718,0.036050268156745016,0.011310628629555095,0.18499945054945055,0.01603076709198698
GCMG,0.483843537414966,0.036692118722076894,0.011564306803669518,0.21483758503401362,0.02862355144331693
RSI,0.5816993464052288,0.0363607346858208,0.011373413806713788,0.22924183006535948,0.059954511879864524
KYN,0.4085526315789474,0.036246857983617986,0.011733722579138434,0.19071206140350874,0.017823516758675013
SYBT,0.3805141225007934,0.03648484746201502,0.011289605153453081,0.16891907331006029,0.012353979499168707
CET,0.4423076923076923,0.036442232093556,0.011286871794136047,0.21972307692307694,0.0347752787241979
TPB,0.4142405063291139,0.03656899918277323,0.010972071588556188,0.1997617088607595,0.020161802238890275
BBSI,0.5018108651911469,0.03676248284002112,0.011477002015539771,0.20347927565392354,0.023400477250756627
CURLF,0.5,0.036679198590743485,0.011562851527968153,0.24833333333333332,0.20312731266275846
CBL,0.7647058823529411,0.037454466630822025,0.011579250031243146,0.234125,0.06059449506793848
PRTH,0.9047619047619048,0.036911619140095886,0.01191037184308142,0.241,0.12117859194003125
NBN,0.3589531680440771,0.03660498126343878,0.01192898833222908,0.1774574380165289,0.014456578889421012
MS,0.45258999122036875,0.03645045832441045,0.01145589603511111,0.2064078138718174,0.022817389670029904
C,0.6428571428571429,0.03680594880459002,0.011587809462020074,0.2384642857142857,0.10915966711547585
IBKR,0.4636363636363636,0.03681676371668929,0.012055286886058936,0.22058787878787878,0.030889001512951413
